id,name,country_code,district,population,population_perc
3144,Bergisch Gladbach,DEu,Nordrhein-Westfalen,106150,0.129191733189557
3145,Zwickau,DEu,Saksi,104146,0.1267527295785173
3146,Hildesheim,DEu,Niedersachsen,104013,0.1265908595783834
3147,Witten,DEu,Nordrhein-Westfalen,103384,0.1258253240138405
3148,Schwerin,DEu,Mecklenburg-Vorpomme,102878,0.1252094877727296
3149,Erlangen,DEu,Baijeri,100750,0.1226195677705876
3150,Kaiserslautern,DEu,Rheinland-Pfalz,100025,0.1217371937097074
3151,Trier,DEu,Rheinland-Pfalz,99891,0.1215741066419033
3152,Jena,DEu,Thuringen,99779,0.1214377950628433
3153,Iserlohn,DEu,Nordrhein-Westfalen,99474,0.1210665894234385
3154,Gutersloh,DEu,Nordrhein-Westfalen,95028,0.1156555065618203
3155,Marl,DEu,Nordrhein-Westfalen,93735,0.1140818380642782
3156,Lunen,DEu,Nordrhein-Westfalen,92044,0.1120237766340046
3157,Duren,DEu,Nordrhein-Westfalen,91092,0.1108651282119937
3158,Ratingen,DEu,Nordrhein-Westfalen,90951,0.1106935216704984
3159,Velbert,DEu,Nordrhein-Westfalen,89881,0.1093912592634063
3160,Esslingen am Neckar,DEu,Baden-Wurttemberg,89667,0.1091308067819878
3161,Honiara,SLB,Honiara,50100,11.283783783783784
3162,Lusaka,ZMB,Lusaka,1317000,14.36361653397317
3163,Ndola,ZMB,Copperbelt,329200,3.5903588177554804
3164,Kitwe,ZMB,Copperbelt,288600,3.14756243865198
3165,Kabwe,ZMB,Central,154300,1.6828443668884283
3166,Chingola,ZMB,Copperbelt,142400,1.5530592212891263
3167,Mufulira,ZMB,Copperbelt,123900,1.351292398298615
3168,Luanshya,ZMB,Copperbelt,118100,1.2880357727124006
3169,Apia,WSM,upolu,35900,19.944444444444446
3170,Serravalle,SMR,Serravalle/Dogano,4802,17.785185185185185
3171,San Marino,SMR,San Marino,2294,8.496296296296297
3172,Sao Tome,STP,Aqua Grande,49541,33.701360544217685
3173,Riyadh,SAu,Riyadh,3324000,15.383903364650346
3174,Jedda,SAu,Mekka,2046300,9.47054195399639
3175,Mekka,SAu,Mekka,965700,4.469384921553201
3176,Medina,SAu,Medina,608300,2.8152913407691957
3177,al-Dammam,SAu,al-Sharqiya,482300,2.232146989401582
3178,al-Taif,SAu,Mekka,416100,1.9257647984449484
3179,Tabuk,SAu,Tabuk,292600,1.3541907715092332
3180,Burayda,SAu,al-Qasim,248600,1.1505530615078443
3181,al-Hufuf,SAu,al-Sharqiya,225800,1.0450317026889433
3182,al-Mubarraz,SAu,al-Sharqiya,219100,1.0140232332114592
3183,Khamis Mushayt,SAu,Asir,217900,1.0084694774841485
3184,Hail,SAu,Hail,176800,0.8182533438237608
3185,al-Kharj,SAu,Riad,152100,0.7039385384366177
3186,al-Khubar,SAu,al-Sharqiya,141700,0.655805988799926
3187,Jubayl,SAu,al-Sharqiya,140800,0.651640672004443
3188,Hafar al-Batin,SAu,al-Sharqiya,137800,0.6377562826861665
3189,al-Tuqba,SAu,al-Sharqiya,125700,0.5817559124357847
3190,Yanbu,SAu,Medina,119800,0.5544499467765076
3191,Abha,SAu,Asir,112300,0.5197389734808164
3192,Araar,SAu,al-Khudud al-Samaliy,108100,0.5003008284352293
3193,al-Qatif,SAu,al-Sharqiya,98900,0.4577220345258481
3194,al-Hawiya,SAu,Mekka,93900,0.4345813856620539
3195,unayza,SAu,Qasim,91100,0.4216226222983292
3196,Najran,SAu,Najran,91000,0.4211598093210533
3197,Pikine,SEN,Cap-Vert,855287,9.021063178989555
3198,Dakar,SEN,Cap-Vert,785071,8.280466195548993
3199,Thies,SEN,Thies,248000,2.6157578314523784
3200,Kaolack,SEN,Kaolack,199000,2.09893471152832
3201,Ziguinchor,SEN,Ziguinchor,192000,2.025102837253454
3202,Rufisque,SEN,Cap-Vert,150000,1.582111591604261
3203,Saint-Louis,SEN,Saint-Louis,132400,1.396477164856028
3204,Mbour,SEN,Thies,109300,1.1528319797489717
3205,Diourbel,SEN,Diourbel,99400,1.0484126147030906
3206,Victoria,SYC,Mahe,41000,53.24675324675325
3207,Freetown,SLE,Western,850000,17.511330861145446
3208,Singapore,SGP,,4017733,112.63619287917015
3209,Bratislava,SVK,Bratislava,448292,8.303702743253005
3210,KoSice,SVK,Vychodne Slovensko,241874,4.480226721247708
3211,PreSov,SVK,Vychodne Slovensko,93977,1.74073388037861
3212,Ljubljana,SVN,Osrednjeslovenska,270986,13.632457993761948
3213,Maribor,SVN,Podravska,115532,5.812053526511721
3214,Mogadishu,SOM,Banaadir,997000,9.87422006536595
3215,Hargeysa,SOM,Woqooyi Galbeed,90000,0.8913538674853916
3216,Kismaayo,SOM,Jubbada Hoose,90000,0.8913538674853916
3217,Colombo,LKA,Western,645000,3.425930844000637
3218,Dehiwala,LKA,Western,203000,1.0782386997397355
3219,Moratuwa,LKA,Western,190000,1.0091889307908857
3220,Jaffna,LKA,Northern,149000,0.7914165825675892
3221,Kandy,LKA,Central,140000,0.7436128963722314
3222,Sri Jayawardenepura Kotte,LKA,Western,118000,0.6267594412280235
3223,Negombo,LKA,Western,100000,0.5311520688373081
3224,Omdurman,SDN,Khartum,1271403,4.311302136317396
3225,Khartum,SDN,Khartum,947483,3.2128958969142083
3226,Sharq al-Nil,SDN,Khartum,700887,2.3766937945066124
3227,Port Sudan,SDN,al-Bahr al-Ahmar,308195,1.0450830790098338
3228,Kassala,SDN,Kassala,234622,0.7955985079688029
3229,Obeid,SDN,Kurdufan al-Shamaliy,229425,0.7779755849440488
3230,Nyala,SDN,Darfur al-Janubiya,227183,0.770373007799254
3231,Wad Madani,SDN,al-Jazira,211362,0.7167243133265513
3232,al-Qadarif,SDN,al-Qadarif,191164,0.6482332994235335
3233,Kusti,SDN,al-Bahr al-Abyad,173599,0.5886707358426585
3234,al-Fashir,SDN,Darfur al-Shamaliya,141884,0.4811258053577484
3235,Juba,SDN,Bahr al-Jabal,114980,0.3898948796202102
3236,Helsinki [Helsingfors],FIN,Newmaa,555474,10.741476998046911
3237,Espoo,FIN,Newmaa,213271,4.124127395432483
3238,Tampere,FIN,Pirkanmaa,195468,3.779861930268984
3239,Vantaa,FIN,Newmaa,178471,3.451182487962408
3240,Turku [Åbo],FIN,Varsinais-Suomi,172561,3.3368978786765418
3241,Oulu,FIN,Pohjois-Pohjanmaa,120753,2.335060816429137
3242,Lahti,FIN,Paijat-Hame,96921,1.8742095797961829
3243,Paramaribo,SuR,Paramaribo,112000,26.85851318944844
3244,Mbabane,SWZ,Hhohho,61000,6.051587301587301
3245,Zurich,CHE,Zurich,336800,4.703647840902743
3246,Geneve,CHE,Geneve,173500,2.4230489916764424
3247,Basel,CHE,Basel-Stadt,166700,2.328082230043014
3248,Bern,CHE,Bern,122700,1.7135914194737725
3249,Lausanne,CHE,Vaud,114500,1.59907267750405
3250,Damascus,SYR,Damascus,1347000,8.353488372093024
3251,Aleppo,SYR,Aleppo,1261983,7.826251162790698
3252,Hims,SYR,Hims,507404,3.1466914728682167
3253,Hama,SYR,Hama,343361,2.129370542635659
3254,Latakia,SYR,Latakia,264563,1.6407007751937983
3255,al-Qamishliya,SYR,al-Hasaka,144286,0.8947968992248062
3256,Dayr al-Zawr,SYR,Dayr al-Zawr,140459,0.8710635658914728
3257,Jaramana,SYR,Damaskos,138469,0.8587224806201551
3258,Duma,SYR,Damaskos,131158,0.8133829457364341
3259,al-Raqqa,SYR,al-Raqqa,108020,0.669891472868217
3260,Idlib,SYR,Idlib,91081,0.5648434108527132
3261,Dushanbe,TJK,Karotegin,524000,8.468002585649645
3262,Khujand,TJK,Khujand,161500,2.60989010989011
3263,Taipei,TWN,Taipei,2641312,11.86786484543494
3264,Kaohsiung,TWN,Kaohsiung,1475505,6.629695363048167
3265,Taichung,TWN,Taichung,940589,4.226226635514019
3266,Tainan,TWN,Tainan,728060,3.271297627606039
3267,Panchiao,TWN,Taipei,523850,2.353747304097771
3268,Chungho,TWN,Taipei,392176,1.7621135873472322
3269,Keelung (Chilung),TWN,Keelung,385201,1.7307737239396117
3270,Sanchung,TWN,Taipei,380084,1.707782171099928
3271,Hsinchuang,TWN,Taipei,365048,1.640222861250899
3272,Hsinchu,TWN,Hsinchu,361958,1.6263389647735442
3273,Chungli,TWN,Taoyuan,318649,1.4317442487419123
3274,Fengshan,TWN,Kaohsiung,318562,1.4313533429187637
3275,Taoyuan,TWN,Taoyuan,316438,1.421809849029475
3276,Chiayi,TWN,Chiayi,265109,1.191179906542056
3277,Hsintien,TWN,Taipei,263603,1.1844131919482388
3278,Changhwa,TWN,Changhwa,227715,1.0231622933141624
3279,Yungho,TWN,Taipei,227700,1.0230948957584471
3280,Tucheng,TWN,Taipei,224897,1.0105005391804458
3281,Pingtung,TWN,Pingtung,214727,0.9648049964054636
3282,Yungkang,TWN,Tainan,193005,0.8672043493889288
3283,Pingchen,TWN,Taoyuan,188344,0.8462616822429906
3284,Tali,TWN,Taichung,171940,0.7725557153127246
3285,Taiping,TWN,,165524,0.7437275341480949
3286,Pate,TWN,Taoyuan,161700,0.7265456506110711
3287,Fengyuan,TWN,Taichung,161032,0.7235442127965492
3288,Luchou,TWN,Taipei,160516,0.7212257368799425
3289,Hsichuh,TWN,Taipei,154976,0.6963335729690869
3290,Shulin,TWN,Taipei,151260,0.6796369518332135
3291,Yuanlin,TWN,Changhwa,126402,0.5679457225017973
3292,Yangmei,TWN,Taoyuan,126323,0.5675907620416966
3293,Taliao,TWN,,115897,0.5207449676491732
3294,Kueishan,TWN,,112195,0.5041112508986341
3295,Tanshui,TWN,Taipei,111882,0.5027048885693746
3296,Taitung,TWN,Taitung,111039,0.498917145938174
3297,Hualien,TWN,Hualien,108407,0.4870911214953271
3298,Nantou,TWN,Nantou,104723,0.4705382818116462
3299,Lungtan,TWN,Taipei,103088,0.4631919482386772
3300,Touliu,TWN,Yunlin,98900,0.4443745506829619
3301,Tsaotun,TWN,Nantou,96800,0.4349388928828181
3302,Kangshan,TWN,Kaohsiung,92200,0.4142703091301222
3303,Ilan,TWN,Ilan,92000,0.413371675053918
3304,Miaoli,TWN,Miaoli,90000,0.4043853342918764
3305,Dar es Salaam,TZA,Dar es Salaam,1747000,5.21228033535221
3306,Dodoma,TZA,Dodoma,189000,0.5638929498463466
3307,Mwanza,TZA,Mwanza,172300,0.5140674881403468
3308,Zanzibar,TZA,Zanzibar West,157634,0.4703105886565027
3309,Tanga,TZA,Tanga,137400,0.4099412238565504
3310,Mbeya,TZA,Mbeya,130800,0.3902497240206462
3311,Morogoro,TZA,Morogoro,117800,0.3514634364650774
3312,Arusha,TZA,Arusha,102500,0.3058149595727541
3313,Moshi,TZA,Kilimanjaro,96800,0.2888086642599278
3314,Tabora,TZA,Tabora,92800,0.2768744219351374
3315,Kobenhavn,DNK,Kobenhavn,495699,9.300168855534707
3316,Århus,DNK,Århus,284846,5.344202626641651
3317,Odense,DNK,Fyn,183912,3.450506566604128
3318,Aalborg,DNK,Nordjylland,161161,3.023658536585366
3319,Frederiksberg,DNK,Frederiksberg,90327,1.6946904315197
3320,Bangkok,THA,Bangkok,6320174,10.293610645124511
3321,Nonthaburi,THA,Nonthaburi,292100,0.4757406472418117
3322,Nakhon Ratchasima,THA,Nakhon Ratchasima,181400,0.2954445512141891
3323,Chiang Mai,THA,Chiang Mai,171100,0.2786690336976172
3324,udon Thani,THA,udon Thani,158100,0.257496050424274
3325,Hat Yai,THA,Songkhla,148632,0.242075603837196
3326,Khon Kaen,THA,Khon Kaen,126500,0.2060294141598397
3327,Pak Kret,THA,Nonthaburi,126055,0.2053046466554829
3328,Nakhon Sawan,THA,Nakhon Sawan,123800,0.2016319484030684
3329,ubon Ratchathani,THA,ubon Ratchathani,116300,0.1894167657453704
3330,Songkhla,THA,Songkhla,94900,0.1545627778954054
3331,Nakhon Pathom,THA,Nakhon Pathom,94100,0.1532598250785843
3332,Lome,TGO,Maritime,375000,8.101101749837978
3333,Fakaofo,TKL,Fakaofo,300,15.0
3334,Nukualofa,TON,Tongatapu,22400,22.626262626262623
3335,Chaguanas,TTO,Caroni,56601,4.370733590733591
3336,Port-of-Spain,TTO,Port-of-Spain,43396,3.351042471042471
3337,NDjamena,TCD,Chari-Baguirmi,530965,6.939811789308586
3338,Moundou,TCD,Logone Occidental,99500,1.3004835969154358
3339,Praha,CZE,HlavnI mesto Praha,1181126,11.491676477169904
3340,Brno,CZE,JiznI Morava,381862,3.7152975744544223
3341,Ostrava,CZE,SevernI Morava,320041,3.1138148101302767
3342,Plzen,CZE,ZapadnI Cechy,166759,1.622469133400142
3343,Olomouc,CZE,SevernI Morava,102702,0.9992313754487696
3344,Liberec,CZE,SevernI Cechy,99155,0.9647211060409996
3345,Ceske Budejovice,CZE,JiznI Cechy,98186,0.9552932935075548
3346,Hradec Kralove,CZE,VychodnI Cechy,98080,0.9542619744894484
3347,ustI nad Labem,CZE,SevernI Cechy,95491,0.929072493943433
3348,Pardubice,CZE,VychodnI Cechy,91309,0.8883840398517235
3349,Tunis,TuN,Tunis,690600,7.204256206968496
3350,Sfax,TuN,Sfax,257800,2.6893386188191117
3351,Ariana,TuN,Ariana,197000,2.0550803254746506
3352,Ettadhamen,TuN,Ariana,178600,1.863133736699353
3353,Sousse,TuN,Sousse,145900,1.5220112664302108
3354,Kairouan,TuN,Kairouan,113100,1.1798456081785935
3355,Biserta,TuN,Biserta,108900,1.136031712914667
3356,Gabes,TuN,Gabes,106600,1.112038389317755
3357,Istanbul,TuR,Istanbul,8787958,13.19691549909147
3358,Ankara,TuR,Ankara,3038159,4.562416843116938
3359,Izmir,TuR,Izmir,2130359,3.199169557447703
3360,Adana,TuR,Adana,1131198,1.6987250529350812
3361,Bursa,TuR,Bursa,1095842,1.6456307909477257
3362,Gaziantep,TuR,Gaziantep,789056,1.184928894295025
3363,Konya,TuR,Konya,628364,0.9436170053010168
3364,Mersin (Icel),TuR,Icel,587212,0.8818188644111066
3365,Antalya,TuR,Antalya,564914,0.8483338589298854
3366,Diyarbakir,TuR,Diyarbakir,479884,0.7206439308615279
3367,Kayseri,TuR,Kayseri,475657,0.714296226216756
3368,Eskisehir,TuR,Eskisehir,470781,0.7069739153939721
3369,Sanliurfa,TuR,Sanliurfa,405905,0.6095493384991966
3370,Samsun,TuR,Samsun,339871,0.5103857878692316
3371,Malatya,TuR,Malatya,330312,0.4960309951795288
3372,Gebze,TuR,Kocaeli,264170,0.3967052604706342
3373,Denizli,TuR,Denizli,253848,0.3812046672973825
3374,Sivas,TuR,Sivas,246642,0.3703833851421363
3375,Erzurum,TuR,Erzurum,246535,0.3702227027676412
3376,Tarsus,TuR,Adana,246206,0.3697286420086798
3377,Kahramanmaras,TuR,Kahramanmaras,245772,0.3690769022840924
3378,Elazig,TuR,Elazig,228815,0.343612500187713
3379,Van,TuR,Van,219319,0.3293523148773858
3380,Sultanbeyli,TuR,Istanbul,211068,0.3169617515880524
3381,Izmit (Kocaeli),TuR,Kocaeli,210068,0.3154600471535192
3382,Manisa,TuR,Manisa,207148,0.3110750702046823
3383,Batman,TuR,Batman,203793,0.3060368518268234
3384,Balikesir,TuR,Balikesir,196382,0.2949077202624979
3385,Sakarya (Adapazari),TuR,Sakarya,190641,0.2862864351038428
3386,Iskenderun,TuR,Hatay,153022,0.2297938159811385
3387,Osmaniye,TuR,Osmaniye,146003,0.21925335255515
3388,corum,TuR,corum,145495,0.2184904867024072
3389,Kutahya,TuR,Kutahya,144761,0.2173882356474598
3390,Hatay (Antakya),TuR,Hatay,143982,0.2162184078929585
3391,Kirikkale,TuR,Kirikkale,142044,0.2133081046988331
3392,Adiyaman,TuR,Adiyaman,141529,0.2125347269150485
3393,Trabzon,TuR,Trabzon,138234,0.2075866108032617
3394,Ordu,TuR,Ordu,133642,0.2006907840398852
3395,Aydin,TuR,Aydin,128651,0.1931957772071301
3396,usak,TuR,usak,128162,0.1924614437386433
3397,Edirne,TuR,Edirne,123383,0.1852847982460092
3398,corlu,TuR,Tekirdag,123300,0.1851601567779429
3399,Isparta,TuR,Isparta,121911,0.1830742893183763
3400,Karabuk,TuR,Karabuk,118285,0.177629109038759
3401,Kilis,TuR,Kilis,118245,0.1775690408613776
3402,Alanya,TuR,Antalya,117300,0.1761499301707438
3403,Kiziltepe,TuR,Mardin,112000,0.1681908966677178
3404,Zonguldak,TuR,Zonguldak,111542,0.1675031160367016
3405,Siirt,TuR,Siirt,107100,0.1608325449385052
3406,Viransehir,TuR,Sanliurfa,106400,0.1597813518343319
3407,Tekirdag,TuR,Tekirdag,106077,0.1592963013019777
3408,Karaman,TuR,Karaman,104200,0.1564776020783589
3409,Afyon,TuR,Afyon,103984,0.1561532339204997
3410,Aksaray,TuR,Aksaray,102681,0.154196513042303
3411,Ceyhan,TuR,Adana,102412,0.1537925545494136
3412,Erzincan,TuR,Erzincan,102304,0.153630370470484
3413,Bismil,TuR,Diyarbakir,101400,0.152272829661666
3414,Nazilli,TuR,Aydin,99900,0.1500202730098662
3415,Tokat,TuR,Tokat,99500,0.1494195912360529
3416,Kars,TuR,Kars,93000,0.1396585124115871
3417,Inegol,TuR,Bursa,90500,0.1359042513252541
3418,Bandirma,TuR,Balikesir,90200,0.1354537399948942
3419,Ashgabat,TKM,Ahal,540600,12.123794572774164
3420,Charjew,TKM,Lebap,189200,4.24310383494057
3421,Dashhowuz,TKM,Dashhowuz,141800,3.180085220901548
3422,Mary,TKM,Mary,101000,2.2650818569185915
3423,Cockburn Town,TCA,Grand Turk,4800,28.235294117647054
3424,Funafuti,TuV,Funafuti,4600,38.333333333333336
3425,Kampala,uGA,Central,890800,4.0903664248324
3426,Kyiv,uKR,Kiova,2624000,5.200570794355478
3427,Harkova [Harkiv],uKR,Harkova,1500000,2.972887268114793
3428,Dnipropetrovsk,uKR,Dnipropetrovsk,1103000,2.186063104487078
3429,Donetsk,uKR,Donetsk,1050000,2.081021087680355
3430,Odesa,uKR,Odesa,1011000,2.003726018709371
3431,Zaporizzja,uKR,Zaporizzja,848000,1.680672268907563
3432,Lviv,uKR,Lviv,788000,1.561756778182971
3433,Kryvyi Rig,uKR,Dnipropetrovsk,703000,1.393293166323133
3434,Mykolajiv,uKR,Mykolajiv,508000,1.00681782146821
3435,Mariupol,uKR,Donetsk,490000,0.9711431742508324
3436,Lugansk,uKR,Lugansk,469000,0.9295227524972252
3437,Vinnytsja,uKR,Vinnytsja,391000,0.7749326145552561
3438,Makijivka,uKR,Donetsk,384000,0.761059140637387
3439,Herson,uKR,Herson,353000,0.6996194704296813
3440,Sevastopol,uKR,Krim,348000,0.689709846202632
3441,Simferopol,uKR,Krim,339000,0.6718725225939433
3442,Pultava [Poltava],uKR,Pultava,313000,0.6203424766132868
3443,TSernigiv,uKR,TSernigiv,313000,0.6203424766132868
3444,TSerkasy,uKR,TSerkasy,309000,0.6124147772316474
3445,Gorlivka,uKR,Donetsk,299000,0.5925955287775487
3446,Zytomyr,uKR,Zytomyr,297000,0.588631679086729
3447,Sumy,uKR,Sumy,294000,0.5826859045504994
3448,Dniprodzerzynsk,uKR,Dnipropetrovsk,270000,0.5351197082606628
3449,Kirovograd,uKR,Kirovograd,265000,0.5252100840336135
3450,Hmelnytskyi,uKR,Hmelnytskyi,262000,0.5192643094973839
3451,TSernivtsi,uKR,TSernivtsi,259000,0.5133185349611543
3452,Rivne,uKR,Rivne,245000,0.4855715871254161
3453,KrementSuk,uKR,Pultava,239000,0.473680038052957
3454,Ivano-Frankivsk,uKR,Ivano-Frankivsk,237000,0.4697161883621373
3455,Ternopil,uKR,Ternopil,236000,0.4677342635167275
3456,Lutsk,uKR,Volynia,217000,0.4300776914539401
3457,Bila Tserkva,uKR,Kiova,215000,0.4261138417631203
3458,Kramatorsk,uKR,Donetsk,186000,0.3686380212462343
3459,Melitopol,uKR,Zaporizzja,169000,0.3349452988742667
3460,KertS,uKR,Krim,162000,0.3210718249563977
3461,Nikopol,uKR,Dnipropetrovsk,149000,0.2953068019660694
3462,Berdjansk,uKR,Zaporizzja,130000,0.257650229903282
3463,Pavlograd,uKR,Dnipropetrovsk,127000,0.2517044553670525
3464,Sjeverodonetsk,uKR,Lugansk,127000,0.2517044553670525
3465,Slovjansk,uKR,Donetsk,127000,0.2517044553670525
3466,uzgorod,uKR,Taka-Karpatia,127000,0.2517044553670525
3467,AltSevsk,uKR,Lugansk,119000,0.2358490566037736
3468,LysytSansk,uKR,Lugansk,116000,0.2299032820675439
3469,Jevpatorija,uKR,Krim,112000,0.2219755826859045
3470,Kamjanets-Podilskyi,uKR,Hmelnytskyi,109000,0.2160298081496749
3471,Jenakijeve,uKR,Donetsk,105000,0.2081021087680355
3472,Krasnyi LutS,uKR,Lugansk,101000,0.200174409386396
3473,Stahanov,uKR,Lugansk,101000,0.200174409386396
3474,Oleksandrija,uKR,Kirovograd,99000,0.1962105596955763
3475,Konotop,uKR,Sumy,96000,0.1902647851593467
3476,Kostjantynivka,uKR,Donetsk,95000,0.1882828603139369
3477,BerdytSiv,uKR,Zytomyr,90000,0.1783732360868876
3478,Izmajil,uKR,Odesa,90000,0.1783732360868876
3479,Sostka,uKR,Sumy,90000,0.1783732360868876
3480,uman,uKR,TSerkasy,90000,0.1783732360868876
3481,Brovary,uKR,Kiova,89000,0.1763913112414777
3482,MukatSeve,uKR,Taka-Karpatia,89000,0.1763913112414777
3483,Budapest,HuN,Budapest,1811552,18.03759757846105
3484,Debrecen,HuN,Hajdu-Bihar,203648,2.027720248526366
3485,Miskolc,HuN,Borsod-Abauj-Zemplen,172357,1.7161562051935637
3486,Szeged,HuN,Csongrad,158158,1.574776963517604
3487,Pecs,HuN,Baranya,157332,1.5665524932292496
3488,Gyor,HuN,Gyor-Moson-Sopron,127119,1.2657220806117573
3489,Nyiregyhaza,HuN,Szabolcs-Szatmar-Ber,112419,1.11935438903935
3490,Kecskemet,HuN,Bacs-Kiskun,105606,1.0515174446391589
3491,Szekesfehervar,HuN,Fejer,105119,1.046668392544209
3492,Montevideo,uRY,Montevideo,1236000,37.03925681750075
3493,Noumea,NCL,,76293,35.65093457943925
3494,Auckland,NZL,Auckland,381800,9.886069394096324
3495,Christchurch,NZL,Canterbury,324200,8.394614189539098
3496,Manukau,NZL,Auckland,281800,7.296737441740031
3497,North Shore,NZL,Auckland,187700,4.8601760745727605
3498,Waitakere,NZL,Auckland,170600,4.4174003107198345
3499,Wellington,NZL,Wellington,166700,4.316416364577939
3500,Dunedin,NZL,Dunedin,119600,3.0968410150181254
3501,Hamilton,NZL,Hamilton,117100,3.032107716209218
3502,Lower Hutt,NZL,Wellington,98100,2.5401346452615226
3503,Toskent,uZB,Toskent Shahri,2117500,8.707541738629821
3504,Namangan,uZB,Namangan,370500,1.5235627929928448
3505,Samarkand,uZB,Samarkand,361800,1.4877868245743893
3506,Andijon,uZB,Andijon,318600,1.310140636565507
3507,Buhoro,uZB,Buhoro,237100,0.974997943909861
3508,Karsi,uZB,Qashqadaryo,194100,0.7981741919565754
3509,Nukus,uZB,Karakalpakistan,194100,0.7981741919565754
3510,Kukon,uZB,Fargona,190100,0.7817254708446418
3511,Fargona,uZB,Fargona,180500,0.7422485401760013
3512,Circik,uZB,Toskent,146400,0.6020231926967679
3513,Margilon,uZB,Fargona,140800,0.5789949831400609
3514,urgenc,uZB,Khorazm,138900,0.5711818406118925
3515,Angren,uZB,Toskent,128000,0.5263590755818736
3516,Cizah,uZB,Cizah,124800,0.5132000986923266
3517,Navoi,uZB,Navoi,116300,0.4782465663294679
3518,Olmalik,uZB,Toskent,114900,0.4724895139402911
3519,Termiz,uZB,Surkhondaryo,109500,0.4502837404391808
3520,Minsk,BLR,Horad Minsk,1674000,16.354044548651817
3521,Gomel,BLR,Gomel,475000,4.640484564282922
3522,Mogiljov,BLR,Mogiljov,356000,3.4779210629152013
3523,Vitebsk,BLR,Vitebsk,340000,3.321610003907777
3524,Grodno,BLR,Grodno,302000,2.9503712387651424
3525,Brest,BLR,Brest,286000,2.7940601797577176
3526,Bobruisk,BLR,Mogiljov,221000,2.1590465025400545
3527,BaranovitSi,BLR,Brest,167000,1.6314966783899962
3528,Borisov,BLR,Minsk,151000,1.4751856193825712
3529,Pinsk,BLR,Brest,130000,1.2700273544353264
3530,OrSa,BLR,Vitebsk,124000,1.211410707307542
3531,Mozyr,BLR,Gomel,110000,1.074638530676045
3532,Novopolotsk,BLR,Vitebsk,106000,1.0355607659241892
3533,Lida,BLR,Grodno,101000,0.9867135599843688
3534,Soligorsk,BLR,Minsk,101000,0.9867135599843688
3535,MolodetSno,BLR,Minsk,97000,0.9476357952325126
3536,Mata-utu,WLF,Wallis,1137,7.580000000000001
3537,Port-Vila,VuT,Shefa,33700,17.736842105263158
3538,Citta del Vaticano,VAT,,455,45.5
3539,Caracas,VEN,Distrito Federal,1975294,8.172503103020274
3540,MaracaIbo,VEN,Zulia,1304776,5.398328506412908
3541,Barquisimeto,VEN,Lara,877239,3.62945386843194
3542,Valencia,VEN,Carabobo,794246,3.286081919735209
3543,Ciudad Guayana,VEN,BolIvar,663713,2.746019859329748
3544,Petare,VEN,Miranda,488868,2.022623086470832
3545,Maracay,VEN,Aragua,444443,1.838820852296235
3546,Barcelona,VEN,Anzoategui,322267,1.3333347124534547
3547,MaturIn,VEN,Monagas,319726,1.322821679768308
3548,San Cristobal,VEN,Tachira,319373,1.321361191559785
3549,Ciudad BolIvar,VEN,BolIvar,301107,1.2457881671493587
3550,Cumana,VEN,Sucre,293105,1.2126810095159288
3551,Merida,VEN,Merida,224887,0.9304385601985934
3552,Cabimas,VEN,Zulia,221329,0.9157178320231693
3553,Barinas,VEN,Barinas,217831,0.9012453454695905
3554,Turmero,VEN,Aragua,217499,0.8998717418287132
3555,Baruta,VEN,Miranda,207290,0.8576334298717418
3556,Puerto Cabello,VEN,Carabobo,187722,0.7766735622672735
3557,Santa Ana de Coro,VEN,Falcon,185766,0.7685808853951179
3558,Los Teques,VEN,Miranda,178784,0.7396938353330575
3559,Punto Fijo,VEN,Falcon,167215,0.6918287132809268
3560,Guarenas,VEN,Miranda,165889,0.6863425734381465
3561,Acarigua,VEN,Portuguesa,158954,0.6576499793131981
3562,Puerto La Cruz,VEN,Anzoategui,155700,0.6441870086884568
3563,Ciudad Losada,VEN,,134501,0.5564791063301613
3564,Guacara,VEN,Carabobo,131334,0.5433760860570955
3565,Valera,VEN,Trujillo,130281,0.5390194455937112
3566,Guanare,VEN,Portuguesa,125621,0.5197393462970624
3567,Carupano,VEN,Sucre,119639,0.4949896565990898
3568,Catia La Mar,VEN,Distrito Federal,117012,0.4841208109226313
3569,El Tigre,VEN,Anzoategui,116256,0.480992966487381
3570,Guatire,VEN,Miranda,109121,0.4514729002896152
3571,Calabozo,VEN,Guarico,107146,0.443301613570542
3572,Pozuelos,VEN,Anzoategui,105690,0.4372776168804303
3573,Ciudad Ojeda,VEN,Zulia,99354,0.4110633016135705
3574,Ocumare del Tuy,VEN,Miranda,97168,0.4020190318576748
3575,Valle de la Pascua,VEN,Guarico,95927,0.3968845676458419
3576,Araure,VEN,Portuguesa,94269,0.3900248241621845
3577,San Fernando de Apure,VEN,Apure,93809,0.3881216383947042
3578,San Felipe,VEN,Yaracuy,90940,0.3762515515101365
3579,El Limon,VEN,Aragua,90000,0.3723624327678941
3580,Moscow,RuS,Moscow (City),8389200,5.709502225488995
3581,St Petersburg,RuS,Pietari,4694000,3.194631603304885
3582,Novosibirsk,RuS,Novosibirsk,1398800,0.9519920508527636
3583,Nizni Novgorod,RuS,Nizni Novgorod,1357000,0.9235439040657708
3584,Jekaterinburg,RuS,Sverdlovsk,1266300,0.8618155090040427
3585,Samara,RuS,Samara,1156100,0.7868158492928798
3586,Omsk,RuS,Omsk,1148900,0.7819156900377039
