id,name,country_code,district,population,population_perc
1045,Patna,IND,Bihar,917243,0.0904880522304279
1046,Srinagar,IND,Jammu and Kashmir,892506,0.0880476924260749
1047,Agra,IND,uttar Pradesh,891790,0.0879770574412378
1048,Coimbatore,IND,Tamil Nadu,816321,0.0805318735436467
1049,Thane (Thana),IND,Maharashtra,803389,0.0792561031191856
1050,Allahabad,IND,uttar Pradesh,792858,0.0782171966592414
1051,Meerut,IND,uttar Pradesh,753778,0.0743618681572358
1052,Vishakhapatnam,IND,Andhra Pradesh,752037,0.0741901146536024
1053,Jabalpur,IND,Madhya Pradesh,741927,0.0731927407755247
1054,Amritsar,IND,Punjab,708835,0.0699281417277159
1055,Faridabad,IND,Haryana,703592,0.0694109081725466
1056,Vijayawada,IND,Andhra Pradesh,701827,0.0692367870157902
1057,Gwalior,IND,Madhya Pradesh,690765,0.0681454962304989
1058,Jodhpur,IND,Rajasthan,666279,0.0657298981317243
1059,Nashik (Nasik),IND,Maharashtra,656925,0.0648071053270222
1060,Hubli-Dharwad,IND,Karnataka,648298,0.0639560326815052
1061,Solapur (Sholapur),IND,Maharashtra,604215,0.0596071471555607
1062,Ranchi,IND,Jharkhand,599306,0.0591228634396869
1063,Bareilly,IND,uttar Pradesh,587211,0.0579296649178917
1064,Guwahati (Gauhati),IND,Assam,584342,0.0576466317174758
1065,Shambajinagar (Aurangabad),IND,Maharashtra,573272,0.0565545517144768
1066,Cochin (Kochi),IND,Kerala,564589,0.0556979545450061
1067,Rajkot,IND,Gujarat,559407,0.0551867387748578
1068,Kota,IND,Rajasthan,537371,0.0530128385990596
1069,Thiruvananthapuram (Trivandrum,IND,Kerala,524006,0.0516943517661705
1070,Pimpri-Chinchwad,IND,Maharashtra,517083,0.0510113824923889
1071,Jalandhar (Jullundur),IND,Punjab,509510,0.0502642892798585
1072,Gorakhpur,IND,uttar Pradesh,505566,0.0498752049499734
1073,Chandigarh,IND,Chandigarh,504094,0.0497299888917607
1074,Mysore,IND,Karnataka,480692,0.0474213297923765
1075,Aligarh,IND,uttar Pradesh,480520,0.0474043616116614
1076,Guntur,IND,Andhra Pradesh,471051,0.0464702238024114
1077,Jamshedpur,IND,Jharkhand,460577,0.0454369405186344
1078,Ghaziabad,IND,uttar Pradesh,454156,0.0448034946560096
1079,Warangal,IND,Andhra Pradesh,447657,0.0441623539207349
1080,Raipur,IND,Chhatisgarh,438639,0.0432727082597552
1081,Moradabad,IND,uttar Pradesh,429214,0.0423429111478974
1082,Durgapur,IND,West Bengali,425836,0.0420096639708305
1083,Amravati,IND,Maharashtra,421576,0.0415894055414921
1084,Calicut (Kozhikode),IND,Kerala,419831,0.0414172574290049
1085,Bikaner,IND,Rajasthan,416289,0.0410678312889306
1086,Bhubaneswar,IND,Orissa,411542,0.0405995292316373
1087,Kolhapur,IND,Maharashtra,406370,0.0400892999836237
1088,Kataka (Cuttack),IND,Orissa,403418,0.0397980786494906
1089,Ajmer,IND,Rajasthan,402700,0.0397272463602265
1090,Bhavnagar,IND,Gujarat,402338,0.0396915342589541
1091,Tiruchirapalli,IND,Tamil Nadu,387223,0.0382004060525106
1092,Bhilai,IND,Chhatisgarh,386159,0.0380954400973894
1093,Bhiwandi,IND,Maharashtra,379070,0.0373960945561735
1094,Saharanpur,IND,uttar Pradesh,374945,0.0369891541756522
1095,ulhasnagar,IND,Maharashtra,369077,0.0364102629870706
1096,Salem,IND,Tamil Nadu,366712,0.0361769505022384
1097,ujjain,IND,Madhya Pradesh,362266,0.0357383427611965
1098,Malegaon,IND,Maharashtra,342595,0.0337977550702305
1099,Jamnagar,IND,Gujarat,341637,0.0337032462497361
1100,Bokaro Steel City,IND,Jharkhand,333683,0.0329185665438775
1101,Akola,IND,Maharashtra,328034,0.0323612801900436
1102,Belgaum,IND,Karnataka,326399,0.0321999838210369
1103,Rajahmundry,IND,Andhra Pradesh,324851,0.0320472701946013
1104,Nellore,IND,Andhra Pradesh,316606,0.031233882694626
1105,udaipur,IND,Rajasthan,308571,0.0304412121594772
1106,New Bombay,IND,Maharashtra,307297,0.0303155292395295
1107,Bhatpara,IND,West Bengali,304952,0.0300841897989665
1108,Gulbarga,IND,Karnataka,304099,0.0300000394608853
1109,New Delhi,IND,Delhi,301297,0.0297236159587712
1110,Jhansi,IND,uttar Pradesh,300850,0.0296795184193547
1111,Gaya,IND,Bihar,291675,0.0287743843608619
1112,Kakinada,IND,Andhra Pradesh,279980,0.0276206467244505
1113,Dhule (Dhulia),IND,Maharashtra,278317,0.027456588093467
1114,Panihati,IND,West Bengali,275990,0.0272270243927463
1115,Nanded (Nander),IND,Maharashtra,275083,0.0271375468351383
1116,Mangalore,IND,Karnataka,273304,0.0269620445473935
1117,Dehra Dun,IND,uttaranchal,270159,0.0266517833360627
1118,Kamarhati,IND,West Bengali,266889,0.0263291905980494
1119,Davangere,IND,Karnataka,266082,0.0262495782617874
1120,Asansol,IND,West Bengali,262188,0.0258654265425753
1121,Bhagalpur,IND,Bihar,253225,0.0249812067533359
1122,Bellary,IND,Karnataka,245391,0.0242083653130925
1123,Barddhaman (Burdwan),IND,West Bengali,245079,0.0241775858224931
1124,Rampur,IND,uttar Pradesh,243742,0.0240456878130974
1125,Jalgaon,IND,Maharashtra,242193,0.0238928755344483
1126,Muzaffarpur,IND,Bihar,241107,0.0237857392306311
1127,Nizamabad,IND,Andhra Pradesh,241034,0.0237785376190485
1128,Muzaffarnagar,IND,uttar Pradesh,240609,0.0237366104283281
1129,Patiala,IND,Punjab,238368,0.0235155308179649
1130,Shahjahanpur,IND,uttar Pradesh,237713,0.0234509136181488
1131,Kurnool,IND,Andhra Pradesh,236800,0.0233608441472601
1132,Tiruppur (Tirupper),IND,Tamil Nadu,235661,0.0232484792761295
1133,Rohtak,IND,Haryana,233400,0.0230254266214971
1134,South Dum Dum,IND,West Bengali,232811,0.0229673204677693
1135,Mathura,IND,uttar Pradesh,226691,0.0223635689213958
1136,Chandrapur,IND,Maharashtra,226105,0.0223057587243084
1137,Barahanagar (Baranagar),IND,West Bengali,224821,0.0221790892822262
1138,Darbhanga,IND,Bihar,218391,0.0215447555496802
1139,Siliguri (Shiliguri),IND,West Bengali,216950,0.0214025977100848
1140,Raurkela,IND,Orissa,215489,0.0212584668262201
1141,Ambattur,IND,Tamil Nadu,215424,0.0212520544323452
1142,Panipat,IND,Haryana,215218,0.0212317320763726
1143,Firozabad,IND,uttar Pradesh,215128,0.0212228533771612
1144,Ichalkaranji,IND,Maharashtra,214950,0.0212052932831653
1145,Jammu,IND,Jammu and Kashmir,214737,0.0211842803616984
1146,Ramagundam,IND,Andhra Pradesh,214384,0.0211494561303471
1147,Eluru,IND,Andhra Pradesh,212866,0.0209997020703153
1148,Brahmapur,IND,Orissa,210418,0.0207582014517659
1149,Alwar,IND,Rajasthan,205086,0.0202321878495987
1150,Pondicherry,IND,Pondicherry,203065,0.0200328117261967
1151,Thanjavur,IND,Tamil Nadu,202013,0.019929029597637
1152,Bihar Sharif,IND,Bihar,201323,0.0198609595703498
1153,Tuticorin,IND,Tamil Nadu,199854,0.0197160394687775
1154,Imphal,IND,Manipur,198535,0.0195859171992241
1155,Latur,IND,Maharashtra,197408,0.0194747361546551
1156,Sagar,IND,Madhya Pradesh,195346,0.0192713152905011
1157,Farrukhabad-cum-Fatehgarh,IND,uttar Pradesh,194567,0.019194465216216
1158,Sangli,IND,Maharashtra,193197,0.0190593116837762
1159,Parbhani,IND,Maharashtra,190255,0.0187690768717777
1160,Nagar Coil,IND,Tamil Nadu,190084,0.0187522073432761
1161,Bijapur,IND,Karnataka,186939,0.0184419461319453
1162,Kukatpalle,IND,Andhra Pradesh,185378,0.0182879500267347
1163,Bally,IND,West Bengali,184474,0.0181987684257671
1164,Bhilwara,IND,Rajasthan,183965,0.0181485544491161
1165,Ratlam,IND,Madhya Pradesh,183375,0.0180903496431749
1166,Avadi,IND,Tamil Nadu,183215,0.0180745652890213
1167,Dindigul,IND,Tamil Nadu,182477,0.0180017599554881
1168,Ahmadnagar,IND,Maharashtra,181339,0.0178894937365709
1169,Bilaspur,IND,Chhatisgarh,179833,0.0177409235031006
1170,Shimoga,IND,Karnataka,179258,0.0176841984803613
1171,Kharagpur,IND,West Bengali,177989,0.0175590088214809
1172,Mira Bhayandar,IND,Maharashtra,175372,0.0173008359788568
1173,Vellore,IND,Tamil Nadu,175061,0.0172701551404708
1174,Jalna,IND,Maharashtra,174985,0.0172626575722479
1175,Burnpur,IND,West Bengali,174933,0.017257527657148
1176,Anantapur,IND,Andhra Pradesh,174924,0.0172566397872269
1177,Allappuzha (Alleppey),IND,Kerala,174666,0.0172311875161543
1178,Tirupati,IND,Andhra Pradesh,174369,0.0172018878087567
1179,Karnal,IND,Haryana,173751,0.0171409207408386
1180,Burhanpur,IND,Madhya Pradesh,172710,0.0170382237866271
1181,Hisar (Hissar),IND,Haryana,172677,0.0170349682635829
1182,Tiruvottiyur,IND,Tamil Nadu,172562,0.017023623259035
1183,Mirzapur-cum-Vindhyachal,IND,uttar Pradesh,169336,0.016705371218414
1184,Secunderabad,IND,Andhra Pradesh,167461,0.016520398318177
1185,Nadiad,IND,Gujarat,167051,0.0164799509106585
1186,Dewas,IND,Madhya Pradesh,164364,0.0162148724130923
1187,Murwara (Katni),IND,Madhya Pradesh,163431,0.0161228298979344
1188,Ganganagar,IND,Rajasthan,161482,0.0159305567339014
1189,Vizianagaram,IND,Andhra Pradesh,160359,0.0158197702981861
1190,Erode,IND,Tamil Nadu,159232,0.015708589253617
1191,Machilipatnam (Masulipatam),IND,Andhra Pradesh,159110,0.015696553683575
1192,Bhatinda (Bathinda),IND,Punjab,159042,0.0156898453330597
1193,Raichur,IND,Karnataka,157551,0.0155427548827913
1194,Agartala,IND,Tripura,157358,0.0155237150055935
1195,Arrah (Ara),IND,Bihar,157082,0.0154964869946787
1196,Satna,IND,Madhya Pradesh,156630,0.0154518961941949
1197,Lalbahadur Nagar,IND,Andhra Pradesh,155500,0.0153404191929854
1198,Aizawl,IND,Mizoram,155240,0.0153147696174859
1199,uluberia,IND,West Bengali,155172,0.0153080612669706
1200,Katihar,IND,Bihar,154367,0.0152286462351355
1201,Cuddalore,IND,Tamil Nadu,153086,0.0151022727496936
1202,Hugli-Chinsurah,IND,West Bengali,151806,0.0149759979164652
1203,Dhanbad,IND,Jharkhand,151789,0.0149743208288364
1204,Raiganj,IND,West Bengali,151045,0.0149009235820224
1205,Sambhal,IND,uttar Pradesh,150869,0.0148835607924535
1206,Durg,IND,Chhatisgarh,150645,0.0148614626966385
1207,Munger (Monghyr),IND,Bihar,150112,0.0148088810668644
1208,Kanchipuram,IND,Tamil Nadu,150100,0.0148076972403029
1209,North Dum Dum,IND,West Bengali,149965,0.0147943791914859
1210,Karimnagar,IND,Andhra Pradesh,148583,0.0146580418324845
1211,Bharatpur,IND,Rajasthan,148519,0.0146517280908231
1212,Sikar,IND,Rajasthan,148272,0.0146273609940986
1213,Hardwar (Haridwar),IND,uttaranchal,147305,0.014531964303683
1214,Dabgram,IND,West Bengali,147217,0.0145232829088986
1215,Morena,IND,Madhya Pradesh,147124,0.0145141082530468
1216,Noida,IND,uttar Pradesh,146514,0.0144539304028364
1217,Hapur,IND,uttar Pradesh,146262,0.0144290700450446
1218,Bhusawal,IND,Maharashtra,145143,0.0143186782181831
1219,Khandwa,IND,Madhya Pradesh,145133,0.0143176916960485
1220,Yamuna Nagar,IND,Haryana,144346,0.0142400524040557
1221,Sonipat (Sonepat),IND,Haryana,143922,0.0141982238655488
1222,Tenali,IND,Andhra Pradesh,143726,0.0141788880317107
1223,Raurkela Civil Township,IND,Orissa,140408,0.0138515599874514
1224,Kollam (Quilon),IND,Kerala,139852,0.0137967093567678
1225,Kumbakonam,IND,Tamil Nadu,139483,0.0137603066900012
1226,Ingraj Bazar (English Bazar),IND,West Bengali,139204,0.0137327827224459
1227,Timkur,IND,Karnataka,138903,0.0137030884061945
1228,Amroha,IND,uttar Pradesh,137061,0.0135213710290017
1229,Serampore,IND,West Bengali,137028,0.0135181155059576
1230,Chapra,IND,Bihar,136877,0.0135032190217251
1231,Pali,IND,Rajasthan,136842,0.0134997661942541
1232,Maunath Bhanjan,IND,uttar Pradesh,136697,0.0134854616233024
1233,Adoni,IND,Andhra Pradesh,136182,0.0134346557333706
1234,Jaunpur,IND,uttar Pradesh,136062,0.0134228174677555
1235,Tirunelveli,IND,Tamil Nadu,135825,0.0133994368931655
1236,Bahraich,IND,uttar Pradesh,135400,0.0133575097024451
1237,Gadag Betigeri,IND,Karnataka,134051,0.013224427866488
1238,Proddatur,IND,Andhra Pradesh,133914,0.013210912513244
1239,Chittoor,IND,Andhra Pradesh,133462,0.0131663217127602
1240,Barrackpur,IND,West Bengali,133265,0.0131468872267087
1241,Bharuch (Broach),IND,Gujarat,133102,0.0131308069159147
1242,Naihati,IND,West Bengali,132701,0.0130912473783174
1243,Shillong,IND,Meghalaya,131719,0.0129943709046999
1244,Sambalpur,IND,Orissa,131138,0.0129370539686798
1245,Junagadh,IND,Gujarat,130484,0.0128725354210772
1246,Rae Bareli,IND,uttar Pradesh,129904,0.0128153171372706
1247,Rewa,IND,Madhya Pradesh,128981,0.0127242611442472
1248,Gurgaon,IND,Haryana,128608,0.0126874638686268
1249,Khammam,IND,Andhra Pradesh,127992,0.0126266941051356
1250,Bulandshahr,IND,uttar Pradesh,127201,0.012548660204289
1251,Navsari,IND,Gujarat,126089,0.0124389589429218
1252,Malkajgiri,IND,Andhra Pradesh,126066,0.0124366899420122
1253,Midnapore (Medinipur),IND,West Bengali,125498,0.0123806554847671
1254,Miraj,IND,Maharashtra,125407,0.0123716781333422
1255,Raj Nandgaon,IND,Chhatisgarh,125371,0.0123681266536577
1256,Alandur,IND,Tamil Nadu,125244,0.0123555978225483
1257,Puri,IND,Orissa,125199,0.0123511584729426
1258,Navadwip,IND,West Bengali,125037,0.0123351768143621
1259,Sirsa,IND,Haryana,125000,0.0123315266824641
1260,Korba,IND,Chhatisgarh,124501,0.0122822992279477
1261,Faizabad,IND,uttar Pradesh,124437,0.0122759854862863
1262,Etawah,IND,uttar Pradesh,124072,0.0122399774283735
1263,Pathankot,IND,Punjab,123930,0.0122259688140622
1264,Gandhinagar,IND,Gujarat,123359,0.0121696384001767
1265,Palghat (Palakkad),IND,Kerala,123289,0.0121627327452346
1266,Veraval,IND,Gujarat,123000,0.0121342222555447
1267,Hoshiarpur,IND,Punjab,122705,0.0121051198525741
1268,Ambala,IND,Haryana,122596,0.012094366761307
1269,Sitapur,IND,uttar Pradesh,121842,0.0120199829923583
1270,Bhiwani,IND,Haryana,121629,0.0119989700708914
1271,Cuddapah,IND,Andhra Pradesh,121463,0.0119825938034571
1272,Bhimavaram,IND,Andhra Pradesh,121314,0.0119678946236516
1273,Krishnanagar,IND,West Bengali,121110,0.0119477695721058
1274,Chandannagar,IND,West Bengali,120378,0.0118755561518533
1275,Mandya,IND,Karnataka,120265,0.0118644084517324
1276,Dibrugarh,IND,Assam,120127,0.0118507944462749
1277,Nandyal,IND,Andhra Pradesh,119813,0.0118198176512486
1278,Balurghat,IND,West Bengali,119796,0.0118181405636198
1279,Neyveli,IND,Tamil Nadu,118080,0.0116488533653229
1280,Fatehpur,IND,uttar Pradesh,117675,0.0116088992188717
1281,Mahbubnagar,IND,Andhra Pradesh,116833,0.0115258340551386
1282,Budaun,IND,uttar Pradesh,116695,0.0115122200496812
1283,Porbandar,IND,Gujarat,116671,0.0115098523965582
1284,Silchar,IND,Assam,115483,0.011392653566968
1285,Berhampore (Baharampur),IND,West Bengali,115144,0.0113592104666052
1286,Purnea (Purnia),IND,Jharkhand,114912,0.0113363231530825
1287,Bankura,IND,West Bengali,114876,0.011332771673398
1288,Rajapalaiyam,IND,Tamil Nadu,114202,0.0112662800815261
1289,Titagarh,IND,West Bengali,114085,0.0112547377725514
1290,Halisahar,IND,West Bengali,114028,0.0112491145963842
1291,Hathras,IND,uttar Pradesh,113285,0.0111758160017836
1292,Bhir (Bid),IND,Maharashtra,112434,0.0110918629681294
1293,Pallavaram,IND,Tamil Nadu,111866,0.0110358285108843
1294,Anand,IND,Gujarat,110266,0.0108779849693487
1295,Mango,IND,Jharkhand,110024,0.0108541111336915
1296,Santipur,IND,West Bengali,109956,0.0108474027831762
1297,Bhind,IND,Madhya Pradesh,109755,0.0108275736882708
1298,Gondiya,IND,Maharashtra,109470,0.0107994578074348
1299,Tiruvannamalai,IND,Tamil Nadu,109196,0.0107724271009468
1300,Yeotmal (Yavatmal),IND,Maharashtra,108578,0.0107114600330287
1301,Kulti-Barakar,IND,West Bengali,108518,0.0107055409002211
1302,Moga,IND,Punjab,108304,0.0106844293265408
1303,Shivapuri,IND,Madhya Pradesh,108277,0.0106817657167773
1304,Bidar,IND,Karnataka,108016,0.0106560174890644
1305,Guntakal,IND,Andhra Pradesh,107592,0.0106141889505574
1306,unnao,IND,uttar Pradesh,107425,0.0105977140309097
1307,Barasat,IND,West Bengali,107365,0.0105917948981021
1308,Tambaram,IND,Tamil Nadu,107187,0.0105742348041063
1309,Abohar,IND,Punjab,107163,0.0105718671509832
1310,Pilibhit,IND,uttar Pradesh,106605,0.0105168192158727
1311,Valparai,IND,Tamil Nadu,106523,0.010508729734369
1312,Gonda,IND,uttar Pradesh,106078,0.0104648294993794
1313,Surendranagar,IND,Gujarat,105973,0.0104544710169662
1314,Qutubullapur,IND,Andhra Pradesh,105380,0.0103959702543845
1315,Beawar,IND,Rajasthan,105363,0.0103942931667557
1316,Hindupur,IND,Andhra Pradesh,104651,0.0103240527907724
1317,Gandhidham,IND,Gujarat,104585,0.0103175417446841
1318,Haldwani-cum-Kathgodam,IND,uttaranchal,104195,0.0102790673814348
1319,Tellicherry (Thalassery),IND,Kerala,103579,0.0102182976179436
1320,Wardha,IND,Maharashtra,102985,0.0101596982031485
1321,Rishra,IND,West Bengali,102649,0.0101265510594261
1322,Bhuj,IND,Gujarat,102176,0.0100798885624596
1323,Modinagar,IND,uttar Pradesh,101660,0.0100289840203144
1324,Gudivada,IND,Andhra Pradesh,101656,0.0100285894114606
1325,Basirhat,IND,West Bengali,101409,0.010004222314736
1326,uttarpara-Kotrung,IND,West Bengali,100867,0.0099507528150409
1327,Ongole,IND,Andhra Pradesh,100836,0.0099476945964236
1328,North Barrackpur,IND,West Bengali,100513,0.0099158299314761
1329,Guna,IND,Madhya Pradesh,100490,0.0099135609305665
1330,Haldia,IND,West Bengali,100347,0.0098994536640418
1331,Habra,IND,West Bengali,100223,0.0098872207895728
1332,Kanchrapara,IND,West Bengali,100194,0.0098843598753825
1333,Tonk,IND,Rajasthan,100079,0.0098730148708346
1334,Champdani,IND,West Bengali,98818,0.0097486144296619
1335,Orai,IND,uttar Pradesh,98640,0.0097310543356661
1336,Pudukkottai,IND,Tamil Nadu,98619,0.0097289826391834
1337,Sasaram,IND,Bihar,98220,0.009689620406013
1338,Hazaribag,IND,Jharkhand,97712,0.0096395050815755
1339,Palayankottai,IND,Tamil Nadu,97662,0.0096345724709025
1340,Banda,IND,uttar Pradesh,97227,0.0095916587580475
1341,Godhra,IND,Gujarat,96813,0.0095508167416752
1342,Hospet,IND,Karnataka,96322,0.0095023785048665
1343,Ashoknagar-Kalyangarh,IND,West Bengali,96315,0.0095016879393722
1344,Achalpur,IND,Maharashtra,96216,0.0094919213702397
1345,Patan,IND,Gujarat,96109,0.0094813655833995
1346,Mandasor,IND,Madhya Pradesh,95758,0.0094467386564752
1347,Damoh,IND,Madhya Pradesh,95661,0.0094371693917696
1348,Satara,IND,Maharashtra,95133,0.0093850810230629
1349,Meerut Cantonment,IND,uttar Pradesh,94876,0.0093597274042037
1350,Dehri,IND,Bihar,94526,0.0093251991294928
1351,Delhi Cantonment,IND,Delhi,94326,0.0093054686868009
1352,Chhindwara,IND,Madhya Pradesh,93731,0.0092467706197923
1353,Bansberia,IND,West Bengali,93447,0.0092187533911698
1354,Nagaon,IND,Assam,93350,0.0092091841264642
1355,Kanpur Cantonment,IND,uttar Pradesh,93109,0.0091854089430204
1356,Vidisha,IND,Madhya Pradesh,92917,0.0091664677180361
1357,Bettiah,IND,Bihar,92583,0.0091335178787406
1358,Purulia,IND,Jharkhand,92574,0.0091326300088195
1359,Hassan,IND,Karnataka,90803,0.0089579169387823
1360,Ambala Sadar,IND,Haryana,90712,0.0089489395873575
1361,Baidyabati,IND,West Bengali,90601,0.0089379891916634
1362,Morvi,IND,Gujarat,90357,0.0089139180515793
1363,Raigarh,IND,Chhatisgarh,89166,0.0087964232653488
1364,Vejalpur,IND,Gujarat,89053,0.0087852755652278
1365,Baghdad,IRQ,Baghdad,4336000,18.758382003028338
1366,Mosul,IRQ,Ninawa,879000,3.8027255029201816
1367,Irbil,IRQ,Irbil,485968,2.102392385896604
1368,Kirkuk,IRQ,al-Tamim,418624,1.8110491023145143
1369,Basra,IRQ,Basra,406296,1.757715768981181
1370,al-Sulaymaniya,IRQ,al-Sulaymaniya,364096,1.5751503352801213
1371,al-Najaf,IRQ,al-Najaf,309010,1.3368375513735669
1372,Karbala,IRQ,Karbala,296705,1.2836037205277957
1373,al-Hilla,IRQ,Babil,268834,1.1630283365779797
1374,al-Nasiriya,IRQ,DhiQar,265937,1.1504953493402552
1375,al-Amara,IRQ,Maysan,208797,0.9032965606748864
1376,al-Diwaniya,IRQ,al-Qadisiya,196519,0.850179537097123
1377,al-Ramadi,IRQ,al-Anbar,192556,0.8330348258706467
1378,al-Kut,IRQ,Wasit,183183,0.792485399091499
1379,Baquba,IRQ,Diyala,114516,0.4954185593770279
1380,Teheran,IRN,Teheran,6758845,9.98322796963162
1381,Mashhad,IRN,Khorasan,1887405,2.78781276771735
1382,Esfahan,IRN,Esfahan,1266072,1.8700658769312577
1383,Tabriz,IRN,East Azerbaidzan,1191043,1.7592434492334053
1384,Shiraz,IRN,Fars,1053025,1.5553824111547665
1385,Karaj,IRN,Teheran,940968,1.3898673599007416
1386,Ahvaz,IRN,Khuzestan,804980,1.1890047561371897
1387,Qom,IRN,Qom,777677,1.1486765531298928
1388,Kermanshah,IRN,Kermanshah,692986,1.0235827597412188
1389,urmia,IRN,West Azerbaidzan,435200,0.6428170511949425
1390,Zahedan,IRN,Sistan va Baluchesta,419518,0.619653776845588
1391,Rasht,IRN,Gilan,417748,0.6170393784526307
1392,Hamadan,IRN,Hamadan,401281,0.5927166110306933
1393,Kerman,IRN,Kerman,384991,0.5686552834480518
1394,Arak,IRN,Markazi,380755,0.5623984520398216
1395,Ardebil,IRN,Ardebil,340386,0.502770966884287
1396,Yazd,IRN,Yazd,326776,0.4826681634220555
1397,Qazvin,IRN,Qazvin,291117,0.4299976367020177
1398,Zanjan,IRN,Zanjan,286295,0.4228752474077575
1399,Sanandaj,IRN,Kordestan,277808,0.4103394286727128
1400,Bandar-e-Abbas,IRN,Hormozgan,273578,0.4040914596319164
1401,Khorramabad,IRN,Lorestan,272815,0.4029644619065907
1402,Eslamshahr,IRN,Teheran,265450,0.3920859058816578
1403,Borujerd,IRN,Lorestan,217804,0.3217098460902189
1404,Abadan,IRN,Khuzestan,206073,0.3043824406959912
1405,Dezful,IRN,Khuzestan,202639,0.2993102124014061
1406,Kashan,IRN,Esfahan,201372,0.2974387758116451
1407,Sari,IRN,Mazandaran,195882,0.2893297096097604
1408,Gorgan,IRN,Golestan,188710,0.2787362264039467
1409,Najafabad,IRN,Esfahan,178498,0.2636524770316977
1410,Sabzevar,IRN,Khorasan,170738,0.2521904818173761
1411,Khomeynishahr,IRN,Esfahan,165888,0.2450267348084251
1412,Amol,IRN,Mazandaran,159092,0.23498862662846
1413,Neyshabur,IRN,Khorasan,158847,0.2346267466249151
1414,Babol,IRN,Mazandaran,158346,0.2338867389441966
1415,Khoy,IRN,West Azerbaidzan,148944,0.2199994091755044
1416,Malayer,IRN,Hamadan,144373,0.2132477622522229
1417,Bushehr,IRN,Bushehr,143641,0.212166553425305
1418,Qaemshahr,IRN,Mazandaran,143286,0.2116421966854745
1419,Qarchak,IRN,Teheran,142690,0.210761868187055
1420,Qods,IRN,Teheran,138278,0.204245074000768
1421,Sirjan,IRN,Kerman,135024,0.1994387167291956
1422,Bojnurd,IRN,Khorasan,134835,0.1991595521550323
1423,Maragheh,IRN,East Azerbaidzan,132318,0.1954417890165726
1424,Birjand,IRN,Khorasan,127608,0.1884848305810758
1425,Ilam,IRN,Ilam,126346,0.1866207792975096
1426,Bukan,IRN,West Azerbaidzan,120020,0.1772768898998552
1427,Masjed-e-Soleyman,IRN,Khuzestan,116883,0.1726433487932409
1428,Saqqez,IRN,Kordestan,115394,0.170444004608431
1429,Gonbad-e Qabus,IRN,Mazandaran,111253,0.1643274940179019
1430,Saveh,IRN,Qom,111245,0.1643156775279903
1431,Mahabad,IRN,West Azerbaidzan,107799,0.1592257244985377
1432,Varamin,IRN,Teheran,107233,0.1583897078372869
1433,Andimeshk,IRN,Khuzestan,106923,0.1579318188532096
1434,Khorramshahr,IRN,Khuzestan,105636,0.1560308410386694
1435,Shahrud,IRN,Semnan,104765,0.1547443206995362
1436,Marv Dasht,IRN,Fars,103579,0.1529925260701308
1437,Zabol,IRN,Sistan va Baluchesta,100887,0.1490162772148533
1438,Shahr-e Kord,IRN,Chaharmahal va Bakht,100477,0.1484106821068801
1439,Bandar-e Anzali,IRN,Gilan,98500,0.1454905320374583
1440,Rafsanjan,IRN,Kerman,98300,0.1451951197896664
1441,Marand,IRN,East Azerbaidzan,96400,0.1423887034356444
1442,Torbat-e Heydariyeh,IRN,Khorasan,94600,0.1397299932055183
1443,Jahrom,IRN,Fars,94200,0.1391391687099347
1444,Semnan,IRN,Semnan,91045,0.1344790405010191
1445,Miandoab,IRN,West Azerbaidzan,90100,0.1330832176302029
1446,Qomsheh,IRN,Esfahan,89800,0.1326400992585152
1447,Dublin,IRL,Leinster,481854,12.764006251490024
1448,Cork,IRL,Munster,127187,3.369102805223702
1449,ReykjavIk,ISL,Hofuoborgarsvaeoi,109184,39.13405017921147
1450,Jerusalem,ISR,Jerusalem,633700,10.193019141064823
1451,Tel Aviv-Jaffa,ISR,Tel Aviv,348100,5.599163583722053
1452,Haifa,ISR,Haifa,265700,4.273765481743606
1453,Rishon Le Ziyyon,ISR,Ha Merkaz,188200,3.027183529033296
1454,Beerseba,ISR,Ha Darom,163700,2.633102782692617
1455,Holon,ISR,Tel Aviv,163100,2.623451825639376
1456,Petah Tiqwa,ISR,Ha Merkaz,159400,2.5639375904777224
1457,Ashdod,ISR,Ha Darom,155800,2.506031848158276
1458,Netanya,ISR,Ha Merkaz,154900,2.491555412578414
1459,Bat Yam,ISR,Tel Aviv,137000,2.203635193823388
1460,Bene Beraq,ISR,Tel Aviv,133900,2.1537719157149757
1461,Ramat Gan,ISR,Tel Aviv,126900,2.041177416760496
1462,Ashqelon,ISR,Ha Darom,92300,1.4846388933569246
1463,Rehovot,ISR,Ha Merkaz,90300,1.4524690365127877
1464,Roma,ITA,Latium,2643581,4.583184812760056
1465,Milano,ITA,Lombardia,1300977,2.255507975034674
1466,Napoli,ITA,Campania,1002619,1.738243758668516
1467,Torino,ITA,Piemonte,903705,1.566756241331484
1468,Palermo,ITA,Sisilia,683794,1.185495839112344
1469,Genova,ITA,Liguria,636104,1.1028155339805823
1470,Bologna,ITA,Emilia-Romagna,381161,0.6608200416088765
1471,Firenze,ITA,Toscana,376662,0.6530201109570042
1472,Catania,ITA,Sisilia,337862,0.585752427184466
1473,Bari,ITA,Apulia,331848,0.5753259361997226
1474,Venezia,ITA,Veneto,277305,0.4807645631067961
1475,Messina,ITA,Sisilia,259156,0.4492995839112344
1476,Verona,ITA,Veneto,255268,0.4425589459084605
1477,Trieste,ITA,Friuli-Venezia Giuli,216459,0.3752756588072122
